Date,Total
2021-01-14 02:00:00,886
2021-01-14 03:00:00,748
2021-01-14 04:00:00,802
2021-01-14 05:00:00,770
2021-01-14 06:00:00,696
2021-01-14 07:00:00,688
2021-01-14 08:00:00,554
2021-01-14 09:00:00,208
2021-01-14 10:00:00,224
2021-01-14 11:00:00,301
2021-01-14 12:00:00,172
2021-01-14 13:00:00,122
2021-01-14 14:00:00,120
2021-01-14 15:00:00,216
2021-01-14 16:00:00,166
2021-01-14 17:00:00,248
2021-01-14 18:00:00,568
2021-01-14 19:00:00,322
2021-01-14 20:00:00,356
2021-01-14 21:00:00,685
2021-01-14 22:00:00,692
2021-01-14 23:00:00,540
2021-01-15 00:00:00,437
2021-01-15 01:00:00,340
2021-01-15 02:00:00,445
2021-01-15 03:00:00,538
2021-01-15 04:00:00,653
2021-01-15 05:00:00,726
2021-01-15 06:00:00,754
2021-01-15 07:00:00,571
2021-01-15 08:00:00,361
2021-01-15 09:00:00,275
2021-01-15 10:00:00,268
2021-01-15 11:00:00,181
2021-01-15 12:00:00,174
2021-01-15 13:00:00,198
2021-01-15 14:00:00,137
2021-01-15 15:00:00,161
2021-01-15 16:00:00,133
2021-01-15 17:00:00,352
2021-01-15 18:00:00,270
2021-01-15 19:00:00,435
2021-01-15 20:00:00,223
2021-01-15 21:00:00,320
2021-01-15 22:00:00,518
2021-01-15 23:00:00,438
2021-01-16 00:00:00,532
2021-01-16 01:00:00,561
2021-01-16 02:00:00,498
2021-01-16 03:00:00,551
2021-01-16 04:00:00,592
2021-01-16 05:00:00,495
2021-01-16 06:00:00,508
2021-01-16 07:00:00,738
2021-01-16 08:00:00,491
2021-01-16 09:00:00,392
2021-01-16 10:00:00,367
2021-01-16 11:00:00,442
2021-01-16 12:00:00,363
2021-01-16 13:00:00,197
2021-01-16 14:00:00,120
2021-01-16 15:00:00,120
2021-01-16 16:00:00,143
2021-01-16 17:00:00,207
2021-01-16 18:00:00,231
2021-01-16 19:00:00,369
2021-01-16 20:00:00,463
2021-01-16 21:00:00,575
2021-01-16 22:00:00,340
2021-01-16 23:00:00,493
2021-01-17 00:00:00,579
2021-01-17 01:00:00,449
2021-01-17 02:00:00,446
2021-01-17 03:00:00,368
2021-01-17 04:00:00,722
2021-01-17 05:00:00,1135
2021-01-17 06:00:00,1133
2021-01-17 07:00:00,1012
2021-01-17 08:00:00,1060
2021-01-17 09:00:00,605
2021-01-17 10:00:00,220
2021-01-17 11:00:00,207
2021-01-17 12:00:00,186
2021-01-17 13:00:00,215
2021-01-17 14:00:00,239
2021-01-17 15:00:00,259
2021-01-17 16:00:00,255
2021-01-17 17:00:00,261
2021-01-17 18:00:00,274
2021-01-17 19:00:00,419
2021-01-17 20:00:00,374
2021-01-17 21:00:00,527
2021-01-17 22:00:00,475
2021-01-17 23:00:00,349
2021-01-18 00:00:00,366
2021-01-18 01:00:00,344
2021-01-18 02:00:00,478
2021-01-18 03:00:00,527
2021-01-18 04:00:00,660
2021-01-18 05:00:00,796
2021-01-18 06:00:00,788
2021-01-18 07:00:00,680
2021-01-18 08:00:00,646
2021-01-18 09:00:00,482
2021-01-18 10:00:00,379
2021-01-18 11:00:00,287
2021-01-18 12:00:00,241
2021-01-18 13:00:00,242
2021-01-18 14:00:00,240
2021-01-18 15:00:00,241
2021-01-18 16:00:00,243
2021-01-18 17:00:00,242
2021-01-18 18:00:00,284
2021-01-18 19:00:00,340
2021-01-18 20:00:00,471
2021-01-18 21:00:00,466
2021-01-18 22:00:00,558
2021-01-18 23:00:00,795
2021-01-19 00:00:00,550
2021-01-19 01:00:00,974
2021-01-19 02:00:00,733
2021-01-19 03:00:00,874
2021-01-19 04:00:00,891
2021-01-19 05:00:00,734
2021-01-19 06:00:00,894
2021-01-19 07:00:00,790
2021-01-19 08:00:00,516
2021-01-19 09:00:00,390
2021-01-19 10:00:00,346
2021-01-19 11:00:00,312
2021-01-19 12:00:00,289
2021-01-19 13:00:00,239
2021-01-19 14:00:00,305
2021-01-19 15:00:00,341
2021-01-19 16:00:00,375
2021-01-19 17:00:00,348
2021-01-19 18:00:00,610
2021-01-19 19:00:00,1117
2021-01-19 20:00:00,886
2021-01-19 21:00:00,543
2021-01-19 22:00:00,698
2021-01-19 23:00:00,597
2021-01-20 00:00:00,1043
2021-01-20 01:00:00,1012
2021-01-20 02:00:00,840
2021-01-20 03:00:00,743
2021-01-20 04:00:00,665
2021-01-20 05:00:00,740
2021-01-20 06:00:00,559
2021-01-20 07:00:00,543
2021-01-20 08:00:00,683
2021-01-20 09:00:00,539
2021-01-20 10:00:00,339
2021-01-20 11:00:00,355
2021-01-20 12:00:00,303
2021-01-20 13:00:00,243
2021-01-20 14:00:00,249
2021-01-20 15:00:00,300
2021-01-20 16:00:00,274
2021-01-20 17:00:00,381
2021-01-20 18:00:00,169
2021-01-20 19:00:00,60
2021-01-20 20:00:00,60
2021-01-20 21:00:00,60
2021-01-20 22:00:00,46
2021-01-20 23:00:00,0
2021-01-21 00:00:00,0
2021-01-21 01:00:00,0
2021-01-21 02:00:00,0
2021-01-21 03:00:00,83
2021-01-21 04:00:00,151
2021-01-21 05:00:00,110
2021-01-21 06:00:00,118
2021-01-21 07:00:00,249
2021-01-21 08:00:00,310
2021-01-21 09:00:00,220
2021-01-21 10:00:00,227
2021-01-21 11:00:00,193
